geography code,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
E01000519,21.11455108,4.570293095,2463.9,5.303030303
E01000520,20.41728763,5.903398927,286.5,4.501607717
E01000521,26.62229617,7.648351648,1707.4,3.812824957
E01000522,23.4947644,5.17578125,3487.7,4.031209363
E01000523,28.24601367,4.830287206,25.9,3.274215553
E01000524,24.98693152,4.911267024,956.8,4.572271386
E01000525,21.51202749,4.967602592,1113.8,1.701323251
E01000526,25.24723677,8.025535796,1784.8,1.263823065
E01000527,26.07788595,5.804046858,756.2,4.26716141
E01000528,19.21944035,5.684454756,113.4,3.606102635
E01000530,17.76718856,3.461538462,34.6,3.058510638
E01000531,20.79141516,7.226236798,1271.3,3.609022556
E01000532,12.79163315,4.572564612,1927.5,3.210272873
E01000533,25.50607287,6.48574057,40.4,2.535211268
E01000534,14.60272011,3.373356204,2320.8,4.767309875
E01000535,21.23575285,3.898635478,3631.6,3.924646782
E01000536,14.82334869,4.035874439,132.8,3.607503608
E01000538,15.64465409,2.899444787,257,2.89017341
E01000539,18.36419753,4.559848005,4310,2.429149798
E01000540,14.94345719,3.571428571,4601.3,2.857142857
E01000541,21.86963979,4.47125621,3704.4,3.80952381
E01000543,24.16356877,3.501228501,3507.2,2.947368421
E01000544,18.00281294,4.912478826,1876.3,1.200686106
E01000545,16.8207024,3.59187923,1591.7,3.180661578
E01000546,15.94827586,4.56482045,3475,4.396843292
E01000547,13.64653244,4.833836858,4915.9,2.571428571
E01000548,17.57075472,4.891578417,1122.3,4.419889503
E01000549,11.07533806,3.362734289,119.1,2.364394993
E01000550,18.98285038,6.923837784,2521.1,4.761904762
E01000551,19.48895626,6.08154803,393.7,2.279202279
E01000552,16.68114683,4.695767196,2176.8,5
E01000553,22.76229994,4.848188051,183.8,2.971768202
E01000554,18.54475209,4.568527919,358.2,4.174573055
E01000555,18.0620155,3.656998739,227.2,4.663212435
E01000556,25.09695291,3.303015797,174.6,3.532875368
E01000557,23.9418825,4.669887279,1481.5,3.422053232
E01000558,17.0880558,4.888569375,369.4,3.46907994
E01000559,17.40890688,7.686729514,3057.5,2.663438257
E01000560,11.2890923,3.585147247,2903.6,3.083700441
E01000561,15.9554731,3.871966959,341.7,3.139717425
E01000562,15.39657854,3.777335984,5747.9,2.65625
E01000563,14.87964989,3.217665615,2339.4,2.649930265
E01000564,18.49206349,2.89408867,1647.1,4.333868379
E01000565,19.03594771,5.088062622,5890.8,4.580152672
E01000566,18.12548412,3.548387097,4794.6,2.613480055
E01000567,18.26320501,4.136947218,1003.1,7.132667618
E01000568,10.6199187,2.527075812,7115.5,0.960219479
E01000569,15.81027668,3.711340206,3583.5,0.726392252
E01000570,21.85628743,4.521963824,3402.5,1.118568233
E01000571,22.91529875,4.258943782,1138.3,1.27064803
E01000572,15.69620253,3.137516689,942.7,1.079489696
E01000573,20.1317716,2.333931777,3686.2,3.49907919
E01000574,21.37518685,3.32326284,1829.1,2.496328928
E01000575,23.6332574,2.506963788,1394.5,1.862197393
E01000576,18.83408072,3.681963714,1257.6,3.817914831
E01000577,21.14676486,4.951644101,1136.5,1.037344398
E01000578,21.29277567,8.94239037,434.8,3.03030303
E01000579,13.44410876,3.526448363,1712.5,3.443877551
E01000580,12.43177683,3.451581975,192,2.555555556
E01000581,9.159034138,4.428288169,4577.3,2.749638205
E01000582,9.154929577,2.160994057,214.8,3.025718608
E01000583,11.1239861,3.317073171,100.4,3.621169916
E01000584,17.84,4.102564103,3125.7,4.09731114
E01000585,11.47811726,4.321808511,4176.7,1.772525849
E01000586,11.87374749,3.613445378,521,5.637982196
E01000587,24.26470588,3.2,1082.5,4.011461318
E01000589,25.13189448,3.413103178,4186.5,6.188466948
E01000590,21.72824045,4.651162791,84.1,2.640264026
E01000591,24.21700224,3.20953691,1363.6,4.360465116
E01000592,22.94973545,4.091653028,249.2,2.480916031
E01000593,23.78752887,4.243281471,229.4,2.618328298
E01000594,26.98730795,2.698237885,946.1,3.278688525
E01000595,26.08353034,5.826330532,737.4,3.576982893
E01000596,27.27272727,6.277056277,128.5,3.102961918
E01000599,21.41900937,6.140815246,2167.7,2.790697674
E01000601,26.80221811,7.225433526,4860.4,1.937984496
E01000602,25.2360515,6.048109966,243,3.318250377
E01000603,26.65441176,5.947441217,4013.4,6.148055207
E01000604,22.28782288,5.69292697,740.7,1.835985312
E01000605,28.28571429,7.434733258,2865.3,4.448938322
E01000606,26.53594771,3.044871795,3678.3,4.787234043
E01000607,22.08472156,3.085229464,4645.4,6.078431373
E01000608,24.2796158,5.988023952,1236.1,4.107648725
E01000609,21.84115523,3.883495146,3934.4,4.174228675
E01000610,22.68571429,6.730769231,5387.7,3.780068729
E01000611,19.23326836,3.316062176,2286.6,4.295302013
E01000612,23.07692308,4.020385051,1367.5,5.270655271
E01000613,22.23816356,3.988603989,4122.2,8.547008547
E01000615,11.97822142,2.286967419,5791.2,4.928131417
E01000616,19.22841396,3.047520661,3182.3,6.929347826
E01000617,23.65648051,3.929359823,403.9,5.359661495
E01000618,27.02312139,3.27966607,2462.7,4.421326398
E01000619,25.8684405,3.948143783,492.9,3.740648379
E01000620,28.47503374,5.771428571,523,2.936630603
E01000621,28.24478816,3.423522916,5995.3,4.559748428
E01000622,28.21956369,3.787878788,511.4,2.635914333
E01000623,20.83058668,3.02869288,1596.4,4.833836858
E01000624,25.8041958,4.753722795,1580.3,5.490196078
E01000625,25.41757444,4.366028708,349.4,5.309734513
E01000626,26.25,5.498059508,142.1,3.787878788
E01000627,28.4166165,5.078125,205.5,3.285714286
E01000628,28.03547067,5.206564799,4156.6,6.896551724
E01000629,25.14001245,3.034901366,1846.1,3.607666291
E01000630,23.94618834,3.516483516,4946.2,6.142034549
E01000631,24.15402567,3.766296475,2380.4,7.075471698
E01000632,35.8812074,3.346774194,2267.6,5.792682927
E01000633,35.54246441,2.599388379,767.6,5.249343832
E01000634,24.07231208,3.367385547,889.4,3.567318757
E01000636,25.46142925,3.537101115,344,5.377906977
E01000637,23.1629393,5.511288181,2618.6,5.426356589
E01000638,24.63855422,4.76858345,157.3,3.846153846
E01000639,19.48503827,3.61516035,3036.1,5.666666667
E01000640,31.37254902,3.88261851,5667.2,2.849002849
E01000641,22.96492389,4.925602873,1314.2,5.166051661
E01000642,17.41602067,3.52303523,1933.9,4.414003044
E01000643,21.40033879,7.232142857,4573.4,5.906313646
E01000644,18.94409938,4.341004184,2756.2,9.003831418
E01000645,7.928388747,1.311249137,5886.4,4.166666667
E01000646,9.966101695,4.649890591,2712.2,6.109979633
E01000647,11.18721461,1.933216169,3124.2,5.088495575
E01000648,9.786950732,2.276336686,2640,5.328596803
E01000649,10.11508177,3.043478261,1947.7,4.356846473
E01000650,11.30670278,3.601108033,2890.7,5.095541401
E01000651,13.62984218,4.87804878,2817.3,6.862745098
E01000652,13.2278936,2.571595558,1421.6,3.351955307
E01000653,11.7274168,5.191434134,1710.2,2.402402402
E01000654,13.9941691,3.543913713,565.6,5.115511551
E01000655,14.54202077,3.461249059,5750,4.606240713
E01000656,16.4516129,3.050397878,1306.6,3.351955307
E01000657,17.28682171,2.797202797,491,4.884792627
E01000658,19.91416309,5.263157895,610.1,4.487179487
E01000659,13.94148021,2.798634812,389.2,3.534031414
E01000661,21.35367016,6.638267661,398.2,3.582554517
E01000662,16.66666667,4.159733777,2497.5,4.663212435
E01000663,19.52887538,5.770374777,741,4.173106646
E01000664,17.58832565,3.843843844,80.1,2.978235968
E01000665,14.43779108,3.229278794,1270.8,5.241935484
E01000666,13.79310345,2.961396087,1626.2,3.937947494
E01000667,13.47262248,2.649006623,149.5,4.207920792
E01000668,12.06115515,3.647005853,1694,2.230483271
E01000669,11.3832853,3.400576369,2902.6,4.046242775
E01000670,7.361197754,2.474226804,4659.3,7.543103448
E01000671,10.72607261,3.436123348,4450.2,3.89261745
E01000672,12.13235294,2.985074627,310.2,3.296703297
E01000673,7.120743034,2.571770335,371.8,5.654281099
E01000674,12.9428778,3.72960373,125,3.512014787
E01000676,12.27758007,2.852926709,2593.1,3.914590747
E01000677,9.239130435,2.523659306,600.5,4.640718563
E01000678,9.271978022,1.783783784,433,4.648241206
E01000679,11.95335277,2.850754612,414.3,3.633491311
E01000680,13.31908832,3.229737965,5483.4,5.357142857
E01000681,9.76310122,2.390438247,1121.1,4.47761194
E01000682,15.41440744,2.866043614,2874.1,4.627539503
E01000683,14.89992587,3.049853372,2868.3,1.293900185
E01000684,9.719626168,2.483285578,360.5,4.87804878
E01000685,15.40265833,4.054054054,3806.2,4.38247012
E01000686,14.47698745,4.21686747,5608.8,3.93258427
E01000687,15.00765697,3.897763578,381.4,3.805175038
E01000688,11.92825112,2.591792657,279.6,2.375565611
E01000689,18.87096774,6.112469438,235.5,2.642706131
E01000690,10.60743427,3.45323741,5217.8,4.013015184
E01000691,18.28571429,4.625407166,2521.5,3.879310345
E01000692,12.5,2.754491018,568.7,2.770083102
E01000693,17.76923077,4.701986755,2687.2,3.349282297
E01000694,11.7679558,3.133159269,3417.5,2.92524377
E01000695,11.83574879,2.635046113,1720,4.371584699
E01000696,12.13450292,4.525993884,321.6,3.931623932
E01000697,7.961564859,2.802690583,239.5,2.218430034
E01000698,11.52263374,2.600671141,183.9,4.860088365
E01000699,11.83533448,4.683195592,124,3.429602888
E01000700,12.91905151,3.884134299,19.7,2.242152466
E01000701,10.14873141,2.986111111,1354.4,1.917545542
E01000702,8.497854077,3.002793296,1895,2.721088435
E01000703,9.043348281,3.639514731,3441.8,3.823529412
E01000704,13.20914479,3.469387755,296.1,2.547065338
E01000705,10.9700816,2.876106195,365.4,3.775883069
E01000706,15.74158326,4.654545455,1940.3,4.073587385
E01000707,8.500914077,1.855533466,1085.8,4.109589041
E01000708,11.48904006,3.25443787,4955.2,5.097087379
E01000709,13.22033898,3.722627737,2905,1.949317739
E01000710,6.86716792,2.755404833,3401.4,2.711864407
E01000711,11.95786865,3.033528473,349.3,3.135888502
E01000712,9.309895833,2.731326644,3685.7,2.831858407
E01000713,6.743737958,2.920497566,2501,2.242609582
E01000714,10.22099448,2.859778598,1220.4,2.53968254
E01000715,11.09634551,2.728823195,2843.9,6.390328152
E01000716,12.25382932,5.081669691,4238.4,6.32183908
E01000717,9.776536313,2.582159624,4519.2,6.270627063
E01000718,12.63803681,3.889158969,3850.3,5.513307985
E01000719,18.3312263,5.576559546,3656.1,4.43599493
E01000720,22.31343284,5.271920089,3216.1,3.076923077
E01000721,23.13559322,6.733167082,236.6,4.373757455
E01000722,18.08367072,4.385489984,4364.9,4.038772213
E01000723,22.54174397,4.754230459,2760.8,5
E01000724,21.51394422,5.73819486,206.3,5.538922156
E01000725,18.83852691,4.965753425,3176.8,3.260869565
E01000726,19.36363636,5.291411043,4325.9,4.416403785
E01000727,18.06451613,4.846335697,921.2,3.001876173
E01000728,23.35600907,5.961893055,231.8,3.918918919
E01000729,20.02772003,7.248596223,178.5,2.886597938
E01000730,23.82022472,5.921416713,76.1,2.389705882
E01000731,20.70895522,5.426917511,993.9,4.583333333
E01000732,16.20294599,4.158415842,60.6,4.936014625
E01000733,17.42770167,5.095923261,50.9,3.284671533
E01000734,13.8576779,3.602305476,24,3.560209424
E01000735,22.58606213,4.974160207,31.5,4.112337011
E01000736,17.34059098,5.803298717,14.2,1.680672269
E01000737,19.25182482,7.692307692,46.2,3.13283208
E01000738,20.97953216,5.09478673,9.5,2.554278416
E01000739,25.54043235,6.380441264,827.4,4.415954416
E01000741,9.489993544,3.681318681,18.8,2.396804261
E01000742,13.26530612,3.680981595,370.1,4.104477612
E01000743,22.94455067,11.08137045,3476,5.033112583
E01000744,23.0708035,7.63309814,351.2,3.968253968
E01000745,12.14099217,4.036112586,989.7,4.032258065
E01000746,10.57057057,3.216229589,94.2,6.262626263
E01000747,19.39468808,4.484967965,4096.2,5.27027027
E01000748,19.46902655,3.675163011,3325.3,4.426002766
E01000749,16.52236652,4.482132041,1779,2.694610778
E01000750,24.66329966,7.692307692,192.9,4.734411085
E01000751,12.29461756,2.907488987,334.8,2.666666667
E01000752,16.16022099,4.519450801,98.7,2.958579882
E01000753,12.14470284,2.532299742,585.3,1.792573624
E01000754,12.14689266,2.881355932,2050.8,4.804804805
E01000755,10.57034221,2.37804878,118,2.965403624
E01000756,13.66906475,2.75175644,1422.2,3.125
E01000757,11.94144838,2.864417568,2600.6,3.33863275
E01000758,9.254498715,3.101309442,1865.5,6.955177743
E01000759,12.59426848,3.04136253,1170.6,3.675777568
E01000760,14.01515152,4.358502149,537.2,4.006163328
E01000761,11.5755627,2.328589909,835.6,3.091397849
E01000762,9.892473118,2.577319588,573.7,3.212851406
E01000763,11.45299145,2.783435166,1078.6,3.03030303
E01000764,14.28571429,4.23775454,2696.8,1.993355482
E01000765,12.28070175,2.687569989,5990.4,4.952076677
E01000766,10.4519774,2.205071665,2331.6,3.406326034
E01000767,10.73876618,2.881667689,1950.7,3.448275862
E01000768,10.43549712,3.262316911,6343.9,3.237410072
E01000769,14.19698314,5.255579554,246.7,4.113924051
E01000770,9.689922481,3.227931489,158.1,3.121248499
E01000771,11.12793338,2.579484103,1936.7,4.360056259
E01000772,13.11111111,3.860759494,3745.5,3.425774878
E01000773,11.53225806,2.835538752,515,2.941176471
E01000774,14.99148211,3.189368771,3574.9,3.118908382
E01000775,11.59580342,3.105861767,4929.7,3
E01000777,10.84718923,2.331288344,3391.2,4.948805461
E01000778,15.89861751,3.507692308,2645.4,5.976676385
E01000779,13.82608696,3.928571429,2373.2,4.841402337
E01000780,19.21875,5.210918114,5051.5,6.147540984
E01000781,20.23608769,5.672402804,2479.4,2.81030445
E01000782,25.66069906,7.896440129,582.4,3.501945525
E01000783,21.52721365,5.230769231,524.6,2.336028751
E01000784,13.2122213,2.825947335,2411.6,3.423423423
E01000785,21.61936561,6.662436548,12.9,2.469135802
E01000786,13.38645418,4.654346338,7.9,1.83639399
E01000787,23.24632953,6.275303644,7.4,2.717900656
E01000788,18.16074189,4.390847248,32.1,2.516940949
E01000789,20.73732719,6.460224239,686.3,2.21402214
E01000790,10.72164948,2.786242926,26.3,2.338376891
E01000791,17.71159875,4.761904762,72.5,1.963746224
E01000792,14.11462789,3.843605036,122.5,3.721841332
E01000793,13.90374332,3.078896729,4922.7,4.138594803
E01000794,12.61755486,3.171521036,4213.9,2.406015038
E01000795,17.51621872,3.968253968,1854.5,3.40599455
E01000796,20.79124579,5.59531555,2028.2,4.358353511
E01000797,9.305873379,3.383685801,202.5,2.898550725
E01000798,20.40977147,7.395287958,2048.8,5.405405405
E01000799,14.33542102,3.112840467,802.6,3.638497653
E01000800,13.66642175,5.042016807,56.5,2.159827214
E01000801,15.07293355,4.953764861,124,4.314720812
E01000802,10.37924152,3.896103896,59.6,2.652519894
E01000803,11.36873598,4.599129894,14.7,2.452316076
E01000804,8.091993186,2.517006803,11.8,2.907711757
E01000805,13.23636364,4.247787611,245.2,2.732240437
E01000806,15.97588546,3.673469388,4.1,2.400835073
E01000807,11.171875,3.123123123,998.4,4.654255319
E01000808,12.48,3.012820513,1645.8,2.352941176
E01000809,12.87758347,2.788586252,4506.2,6.530612245
E01000810,8.986928105,2.465931213,1502.4,3.652968037
E01000811,10.44214487,2.564102564,2625.1,4.53808752
E01000812,13.11228335,3.85793019,1415.7,3.389830508
E01000813,12.9703763,2.367242482,60.2,2.348336595
E01000814,7.667731629,2.755905512,108.5,3.496503497
E01000815,9.926168991,1.854304636,13.5,3.04975923
E01000816,15.26104418,3.016393443,20.2,2.962962963
E01000818,13.86494253,2.375296912,780.3,4.139072848
E01000819,18.46361186,6.486486486,25,2.969247084
E01000820,13.62229102,4.158907511,4.4,2.196531792
E01000822,13.36,3.180428135,9.5,2.397260274
E01000823,8.730741012,2.597402597,238.2,3.03030303
E01000824,9.237668161,2.853067047,24.7,1.22324159
E01000825,11.02886751,3.367408298,150.1,3.04518664
E01000826,7.120980092,2.017114914,1828.9,4.511278195
E01000827,10.47819972,2.41301908,5968.8,5.960264901
E01000828,11.15973742,3.174603175,7070,4.787234043
E01000829,10.60606061,2.319004525,2310.7,5.548549811
E01000830,8.28125,1.661538462,7928.9,2.808112324
E01000831,11.10310022,3.115814227,3249.2,5.172413793
E01000832,12.74742676,2.928071292,5396.2,3.896103896
E01000833,8.276450512,2.07325501,3301.1,3.156565657
E01000834,10.19830028,1.387874361,4920,5.945945946
E01000835,12.84210526,3.016505407,4220.4,2.581521739
E01000836,8.118081181,1.871850252,4312.5,3.980099502
E01000837,14.19406576,3.505417463,4989.5,5.418719212
E01000838,13.6440678,5.450733753,4247.6,6.88
E01000839,10.63464837,3.021582734,4518.2,6.074766355
E01000840,15.83779648,5.097250168,4647.1,4.285714286
E01000841,13.6849608,2.709069494,1676,5
E01000842,5.336617406,3.142458101,485.3,3.707627119
E01000843,4.976076555,2.092050209,3847.4,2.884615385
E01000844,6.64652568,3.061849357,2577.3,3.119868637
E01000845,6.477732794,3.070761015,278.6,3.731343284
E01000846,15.57876414,5.089408528,5451.2,1.404056162
E01000847,11.36012365,4.87804878,3812.1,2.649006623
E01000848,6.56,3.973063973,6154.5,2.75974026
E01000849,5.882352941,3.377386197,3947.4,1.699346405
E01000850,5.843195266,3.859649123,793.1,4.313099042
E01000851,6.008583691,2.640487475,633.9,6.278538813
E01000853,20.11308562,11.17437722,2004.8,3.629032258
E01000855,7.534807535,3.58778626,5141.3,4.647435897
E01000856,13.28928047,5.65681961,209.2,5.616740088
E01000857,10.21276596,5.679367362,1439.6,5.100956429
E01000858,17.21212121,6.52173913,205.6,3.935860058
E01000859,5.258899676,2.802460697,1539.7,2.564102564
E01000860,13.01229508,6.958073149,2068.2,5.291005291
E01000861,11.95219124,6.442166911,322.9,6.365159129
E01000862,5.237084218,3.028503563,777.8,5.198358413
E01000863,8.502633559,2.644067797,2463.4,4.135338346
E01000866,13.36996337,8.051282051,1328.6,3.442622951
E01000867,15.17561299,5.414746544,4440.3,2.750809061
E01000868,15.7779401,7.216494845,4009.4,4.087591241
E01000869,11.83048852,4.367934224,1672.8,2.293577982
E01000870,12.09198813,6.745783885,3968.6,3.41047503
E01000871,8.948545861,3.681351841,357.7,4.257095159
E01000872,15.46738399,5.91954023,2875.6,4.595879556
E01000873,6.985573273,2.719797596,676.6,3.129445235
E01000874,6.100577082,2.640487475,401.6,4.017216643
E01000875,9.963636364,4.71637986,4026.5,5.165562914
E01000876,15.34622583,5.873180873,119.6,3.72250423
E01000877,7.888249795,3.155006859,102.3,3.501945525
E01000878,9.010989011,2.686915888,1482.8,3.300330033
E01000879,6.491063029,1.615384615,1206.9,6.196840826
E01000880,5.678793256,2.052370842,1923.5,5.757931845
E01000881,6.921029281,3.244412401,46,2.556390977
E01000882,4.749787956,0.963523744,808.6,2.5
E01000883,6.163328197,1.923076923,1553.9,4.162219851
E01000884,7.352941176,2.447314752,119.7,2.926829268
E01000885,9.229305423,2.265625,9.5,1.910828025
E01000886,7.787610619,2.781954887,22.9,2.219321149
E01000887,8.554817276,4.322766571,39.1,2.014010508
E01000888,9.707112971,5.578231293,49,2.384500745
E01000889,21.15518441,9.435028249,173.9,2.332361516
E01000890,28.47555129,9.79498861,785.2,4.381846635
E01000891,18.4729064,9.09703504,2679.2,2.831257078
E01000892,8.724832215,5.201342282,4839.3,4.754098361
E01000893,4.255319149,2.181818182,3693.3,3.885480573
E01000894,4.322200393,2.594339623,1196.6,2.415458937
E01000895,9.159159159,5.086928525,1383.6,2.13592233
E01000896,3.364171573,1.947148818,1795.8,2.839756592
E01000897,4.56053068,1.988454137,3631.2,3.693570451
E01000898,10.6959707,7.192429022,1046.2,1.771336554
E01000899,5.982905983,1.41025641,76.3,3.86996904
E01000900,14.09537167,6.150206978,3759.6,3.636363636
E01000901,20.76871207,7.458143075,124.2,2.711864407
E01000902,19.47826087,6.01556971,81.3,2.894356006
